Filial,Placa_Veiculo,Descricao_POI,Data_Entrada,Data_Saida,Data_Atualizacao,Status,Duracao,Customer_Child_Id,Vehicle_Id,Fence_Id
RIBAS,SYD5G36,Posto Mutum,07/08/2025 02:35:56,07/08/2025 02:37:56,07/08/2025 03:38:06,Saiu da cerca,2m,39450,595362,174412
RIBAS,SYL4A18,Carregamento RRp,07/08/2025 02:34:59,07/08/2025 02:37:30,07/08/2025 03:37:36,Saiu da cerca,2m,39450,595189,169314
RIBAS,SYD5G64,Agua Clara,06/08/2025 21:48:13,07/08/2025 02:37:04,07/08/2025 03:37:10,Saiu da cerca,4h 48m,39450,593910,171261
RIBAS,SYD5G49,Carregamento RRp,07/08/2025 02:11:52,07/08/2025 02:35:23,07/08/2025 03:35:34,Saiu da cerca,23m,39450,612802,169314
RIBAS,SMG9C17,Agua Clara,07/08/2025 02:21:36,07/08/2025 02:34:43,07/08/2025 03:34:49,Saiu da cerca,13m,44459,613399,171261
RIBAS,QUA0J34,Patio Vazio INO,07/08/2025 02:02:03,07/08/2025 02:16:50,07/08/2025 03:33:53,Saiu da cerca,14m,44459,610648,185554
RIBAS,SYD5G65,Buffer frotas ,07/08/2025 02:32:29,,07/08/2025 03:33:07,Entrou na cerca,,39450,595220,170884
FILIAL 16622,SYD5F88,SELVIRIA,07/08/2025 02:23:06,07/08/2025 02:27:08,07/08/2025 03:32:57,Saiu da cerca,4m,16622,582309,51127
RIBAS,SYD5G65,Buffer frotas ,07/08/2025 01:57:42,07/08/2025 02:32:24,07/08/2025 03:32:32,Saiu da cerca,34m,39450,595220,170884
RIBAS,SYL4A18,Carregamento RRp,07/08/2025 02:14:53,07/08/2025 02:31:39,07/08/2025 03:31:46,Saiu da cerca,16m,39450,595189,169314
RIBAS,SYD5G44,Descarga Inocencia,07/08/2025 01:32:08,07/08/2025 02:30:53,07/08/2025 03:31:06,Saiu da cerca,58m,39450,586866,171260
RIBAS,SYD5G48,PA AGUA CLARA,07/08/2025 02:30:22,,07/08/2025 03:30:31,Entrou na cerca,,39450,584793,185766
RIBAS,SYD5G64,PA AGUA CLARA,06/08/2025 21:52:16,07/08/2025 02:29:01,07/08/2025 03:29:10,Saiu da cerca,4h 36m,39450,593910,185766
RIBAS,SYD5G44,Terminal Inocencia,07/08/2025 01:47:39,07/08/2025 02:28:48,07/08/2025 03:28:59,Saiu da cerca,41m,39450,586866,185549
RIBAS,SYD5G44,Patio Carregado INO,07/08/2025 02:22:45,07/08/2025 02:28:48,07/08/2025 03:28:59,Saiu da cerca,6m,39450,586866,185552
RIBAS,SYD5F96,Agua Clara,07/08/2025 00:39:18,07/08/2025 02:28:34,07/08/2025 03:28:44,Saiu da cerca,1h 49m,39450,593652,171261
RIBAS,SYD5F96,PA AGUA CLARA,07/08/2025 00:49:22,07/08/2025 02:28:34,07/08/2025 03:28:44,Saiu da cerca,1h 39m,39450,593652,185766
RIBAS,SMG9E17,Buffer frotas ,06/08/2025 23:11:09,07/08/2025 02:27:34,07/08/2025 03:27:39,Saiu da cerca,3h 16m,44459,613210,170884
RIBAS,SMH0F11,Posto Mutum,07/08/2025 02:23:47,07/08/2025 02:25:47,07/08/2025 03:27:28,Saiu da cerca,2m,44459,618629,174412
RIBAS,SYD5G44,Descarga INO,07/08/2025 01:52:52,07/08/2025 02:22:45,07/08/2025 03:26:48,Saiu da cerca,29m,39450,586866,169315
RIBAS,SYD5G44,Desc. INO,07/08/2025 01:52:52,07/08/2025 02:22:45,07/08/2025 03:26:48,Saiu da cerca,29m,39450,586866,185561
RIBAS,SYD5G48,Agua Clara,07/08/2025 02:26:20,,07/08/2025 03:26:28,Entrou na cerca,,39450,584793,171261
FILIAL 16622,SYR4E33,TRAJETO PA X APARECIDA 2,07/08/2025 01:21:08,,07/08/2025 03:22:00,Entrou na cerca,,16622,589699,69021
RIBAS,SYD5G44,Patio Carregado INO,07/08/2025 01:47:39,07/08/2025 01:52:52,07/08/2025 03:19:49,Saiu da cerca,5m,39450,586866,185552
RIBAS,SYE7D11,Oficina JSL,06/08/2025 22:54:38,07/08/2025 02:19:10,07/08/2025 03:19:14,Saiu da cerca,3h 24m,39450,600025,181600
RIBAS,SYD5G01,Carregamento RRp,07/08/2025 02:17:07,07/08/2025 02:19:07,07/08/2025 03:19:14,Saiu da cerca,2m,39450,593678,169314
RIBAS,SYD5G51,Abastecimento Frotas RRP,07/08/2025 02:09:01,07/08/2025 02:17:34,07/08/2025 03:17:37,Saiu da cerca,8m,39450,593018,170896
RIBAS,SYD5G51,Pro LOG,07/08/2025 02:09:01,07/08/2025 02:17:34,07/08/2025 03:17:37,Saiu da cerca,8m,39450,593018,185128
RIBAS,SYD5G01,Carregamento RRp,07/08/2025 02:09:19,07/08/2025 02:14:57,07/08/2025 03:15:06,Saiu da cerca,5m,39450,593678,169314
RIBAS,SYD5G04,Abastecimento Frotas RRP,07/08/2025 02:00:59,07/08/2025 02:14:55,07/08/2025 03:15:02,Saiu da cerca,13m,39450,586846,170896
RIBAS,SYD5G04,Pro LOG,07/08/2025 02:02:33,07/08/2025 02:14:55,07/08/2025 03:15:02,Saiu da cerca,12m,39450,586846,185128
RIBAS,SYE7D13,Carregamento Fabrica RRP,06/08/2025 23:20:09,07/08/2025 02:14:27,07/08/2025 03:14:35,Saiu da cerca,2h 54m,39450,600023,170885
RIBAS,SYE7D13,Enlonamento RRP,07/08/2025 01:54:57,07/08/2025 02:14:27,07/08/2025 03:14:35,Saiu da cerca,19m,39450,600023,184474
FILIAL 16622,SYD5G60,Descarga TAP,07/08/2025 01:14:16,07/08/2025 02:04:19,07/08/2025 03:09:07,Saiu da cerca,50m,16622,584818,186956
FILIAL 16622,SYD5G60,FILA DESCARGA APT,07/08/2025 02:04:19,07/08/2025 02:05:25,07/08/2025 03:09:07,Saiu da cerca,1m,16622,584818,115514
RIBAS,SYD5G49,Carregamento RRp,07/08/2025 02:04:18,07/08/2025 02:07:40,07/08/2025 03:07:46,Saiu da cerca,3m,39450,612802,169314
RIBAS,SYD5G51,Oficina JSL,07/08/2025 00:05:02,07/08/2025 02:05:36,07/08/2025 03:05:45,Saiu da cerca,2h 0m,39450,593018,181600
FILIAL 16622,SYD5F88,TRAJETO PA X APARECIDA 3,07/08/2025 01:29:46,07/08/2025 01:57:57,07/08/2025 03:04:14,Saiu da cerca,28m,16622,582309,69023
RIBAS,SYD5G16,Carregamento Fabrica RRP,07/08/2025 01:36:42,07/08/2025 02:02:44,07/08/2025 03:02:53,Saiu da cerca,26m,39450,595366,170885
RIBAS,SYD5G16,Enlonamento RRP,07/08/2025 02:00:12,07/08/2025 02:02:44,07/08/2025 03:02:53,Saiu da cerca,2m,39450,595366,184474
RIBAS,SYE4C10,Carregamento Fabrica RRP,06/08/2025 23:19:43,07/08/2025 02:02:23,07/08/2025 03:02:32,Saiu da cerca,2h 42m,39450,595765,170885
RIBAS,SYE4C10,Enlonamento RRP,07/08/2025 01:51:19,07/08/2025 02:02:23,07/08/2025 03:02:32,Saiu da cerca,11m,39450,595765,184474
RIBAS,QUA0J34,Patio Carregado INO,07/08/2025 01:50:58,07/08/2025 02:02:03,07/08/2025 03:02:27,Saiu da cerca,11m,44459,610648,185552
RIBAS,SYL4A18,Buffer frotas ,06/08/2025 19:27:45,07/08/2025 02:02:02,07/08/2025 03:02:07,Saiu da cerca,6h 34m,39450,595189,170884
RIBAS,SYD5G28,Abastecimento Frotas RRP,07/08/2025 01:51:39,07/08/2025 02:01:51,07/08/2025 03:01:57,Saiu da cerca,10m,39450,583457,170896
RIBAS,SYD5G28,Pro LOG,07/08/2025 01:53:35,07/08/2025 02:01:51,07/08/2025 03:01:57,Saiu da cerca,8m,39450,583457,185128
RIBAS,SYD5G28,Buffer frotas ,07/08/2025 02:01:51,,07/08/2025 03:01:57,Entrou na cerca,,39450,583457,170884
RIBAS,SYD5G49,Buffer frotas ,06/08/2025 22:55:00,07/08/2025 02:00:17,07/08/2025 03:00:26,Saiu da cerca,3h 5m,39450,612802,170884
RIBAS,SYD5G05,Carregamento Fabrica RRP,06/08/2025 22:32:57,07/08/2025 01:57:50,07/08/2025 02:57:59,Saiu da cerca,3h 24m,39450,584796,170885
RIBAS,SYD5G23,Agua Clara,07/08/2025 01:18:21,07/08/2025 01:56:36,07/08/2025 02:56:43,Saiu da cerca,38m,39450,595363,171261
RIBAS,SYD5G23,PA AGUA CLARA,07/08/2025 01:31:29,07/08/2025 01:56:36,07/08/2025 02:56:43,Saiu da cerca,25m,39450,595363,185766
RIBAS,SYD5G27,Buffer frotas ,07/08/2025 01:01:17,07/08/2025 01:56:29,07/08/2025 02:56:38,Saiu da cerca,55m,39450,595760,170884
RIBAS,SYL5J46,Abastecimento Frotas RRP,07/08/2025 01:45:18,07/08/2025 01:56:14,07/08/2025 02:56:18,Saiu da cerca,10m,39450,595218,170896
RIBAS,SYL5J46,Pro LOG,07/08/2025 01:45:18,07/08/2025 01:56:14,07/08/2025 02:56:18,Saiu da cerca,10m,39450,595218,185128
RIBAS,SYL5J46,Buffer frotas ,07/08/2025 01:56:14,,07/08/2025 02:56:18,Entrou na cerca,,39450,595218,170884
RIBAS,SYD5G05,Enlonamento RRP,07/08/2025 01:12:32,07/08/2025 01:55:19,07/08/2025 02:55:53,Saiu da cerca,42m,39450,584796,184474
RIBAS,SYD5G65,Abastecimento Frotas RRP,07/08/2025 01:53:54,07/08/2025 01:55:33,07/08/2025 02:55:43,Saiu da cerca,1m,39450,595220,170896
RIBAS,SYD5G65,Pro LOG,07/08/2025 01:53:54,07/08/2025 01:55:33,07/08/2025 02:55:43,Saiu da cerca,1m,39450,595220,185128
RIBAS,SYD5G20,Buffer frotas ,07/08/2025 01:55:22,,07/08/2025 02:55:28,Entrou na cerca,,39450,595768,170884
RIBAS,SYD5G04,Oficina JSL,06/08/2025 22:02:12,07/08/2025 01:54:57,07/08/2025 02:55:07,Saiu da cerca,3h 52m,39450,586846,181600
RIBAS,SYE7D13,Carregamento RRp,07/08/2025 01:53:52,07/08/2025 01:54:57,07/08/2025 02:55:02,Saiu da cerca,1m,39450,600023,169314
RIBAS,SYD5G20,Abastecimento Frotas RRP,07/08/2025 01:44:18,07/08/2025 01:53:22,07/08/2025 02:53:31,Saiu da cerca,9m,39450,595768,170896
RIBAS,SYD5G20,Pro LOG,07/08/2025 01:44:18,07/08/2025 01:53:22,07/08/2025 02:53:31,Saiu da cerca,9m,39450,595768,185128
FILIAL 16622,SYD5G60,FILA DESCARGA APT,07/08/2025 00:46:07,07/08/2025 01:12:30,07/08/2025 02:53:26,Saiu da cerca,26m,16622,584818,115514
RIBAS,SYE7D13,Carregamento RRp,07/08/2025 01:25:35,07/08/2025 01:52:17,07/08/2025 02:52:25,Saiu da cerca,26m,39450,600023,169314
RIBAS,SYD5G30,Oficina JSL,07/08/2025 01:51:36,,07/08/2025 02:51:45,Entrou na cerca,,39450,612652,181600
RIBAS,QUA0J34,Descarga Inocencia,07/08/2025 01:48:12,07/08/2025 01:50:48,07/08/2025 02:51:00,Saiu da cerca,2m,44459,610648,171260
FILIAL 16622,SYD5F94,TRAJETO PA X APARECIDA 3,07/08/2025 01:26:48,07/08/2025 01:48:59,07/08/2025 02:49:05,Saiu da cerca,22m,16622,586850,69023
RIBAS,SYD5G36,Buffer frotas ,07/08/2025 01:30:44,07/08/2025 01:46:51,07/08/2025 02:47:01,Saiu da cerca,16m,39450,595362,170884
FILIAL 16622,SYR4E37,TRAJETO PA X APARECIDA 3,07/08/2025 01:40:34,07/08/2025 01:44:31,07/08/2025 02:46:51,Saiu da cerca,3m,16622,589829,69023
RIBAS,SYD5G65,Abastecimento Frotas RRP,07/08/2025 01:44:06,07/08/2025 01:45:18,07/08/2025 02:45:24,Saiu da cerca,1m,39450,595220,170896
RIBAS,SYD5G65,Pro LOG,07/08/2025 01:44:06,07/08/2025 01:45:18,07/08/2025 02:45:24,Saiu da cerca,1m,39450,595220,185128
RIBAS,SYE4C10,Enlonamento RRP,07/08/2025 01:39:46,07/08/2025 01:44:02,07/08/2025 02:44:32,Saiu da cerca,4m,39450,595765,184474
RIBAS,SYE4C10,Carregamento RRp,07/08/2025 00:56:00,07/08/2025 01:39:46,07/08/2025 02:40:07,Saiu da cerca,43m,39450,595765,169314
FILIAL 16622,SYR4E37,TRAJETO PA X APARECIDA 3,07/08/2025 01:12:43,07/08/2025 01:37:16,07/08/2025 02:39:13,Saiu da cerca,24m,16622,589829,69023
RIBAS,SYD5F89,Agua Clara,07/08/2025 00:38:40,07/08/2025 01:35:14,07/08/2025 02:36:53,Saiu da cerca,56m,39450,586853,171261
FILIAL 16622,SYD5F94,TRAJETO PA X APARECIDA 2,07/08/2025 00:29:00,07/08/2025 01:26:48,07/08/2025 02:36:11,Saiu da cerca,57m,16622,586850,69021
FILIAL 16622,SYD5F88,FILA DESCARGA APT,07/08/2025 01:29:46,07/08/2025 01:33:49,07/08/2025 02:35:16,Saiu da cerca,4m,16622,582309,115514
RIBAS,SYD5G16,Carregamento Fabrica RRP,06/08/2025 23:19:15,07/08/2025 01:34:58,07/08/2025 02:35:09,Saiu da cerca,2h 15m,39450,595366,170885
RIBAS,SYD5G65,Posto Mutum,07/08/2025 00:57:17,07/08/2025 01:00:50,07/08/2025 02:34:12,Saiu da cerca,3m,39450,595220,174412
FILIAL 16622,SYD5F88,Descarga TAP,07/08/2025 00:51:13,07/08/2025 01:29:46,07/08/2025 02:32:09,Saiu da cerca,38m,16622,582309,186956
RIBAS,SYD5G56,Buffer frotas ,07/08/2025 01:06:10,07/08/2025 01:25:45,07/08/2025 02:32:09,Saiu da cerca,19m,39450,595769,170884
RIBAS,SYD5G36,Carregamento Fabrica RRP,06/08/2025 23:15:04,07/08/2025 01:28:44,07/08/2025 02:31:29,Saiu da cerca,2h 13m,39450,595362,170885
RIBAS,SYD5G67,Agua Clara,07/08/2025 01:28:52,,07/08/2025 02:29:02,Entrou na cerca,,39450,593649,171261
RIBAS,SYD5G16,Carregamento RRp,07/08/2025 00:51:34,07/08/2025 01:28:18,07/08/2025 02:28:43,Saiu da cerca,36m,39450,595366,169314
RIBAS,SYE7D13,Carregamento RRp,07/08/2025 01:16:32,07/08/2025 01:21:32,07/08/2025 02:21:58,Saiu da cerca,5m,39450,600023,169314
RIBAS,SYD5G35,Terminal Inocencia,07/08/2025 01:01:15,07/08/2025 01:15:54,07/08/2025 02:21:43,Saiu da cerca,14m,39450,595763,185549
RIBAS,SYD5G35,Patio Carregado INO,07/08/2025 01:01:15,07/08/2025 01:15:54,07/08/2025 02:21:43,Saiu da cerca,14m,39450,595763,185552
RIBAS,SYD5G35,Descarga Inocencia,07/08/2025 01:01:15,07/08/2025 01:17:55,07/08/2025 02:21:43,Saiu da cerca,16m,39450,595763,171260
RIBAS,SYD5F99,Agua Clara,06/08/2025 23:36:28,07/08/2025 01:20:31,07/08/2025 02:20:47,Saiu da cerca,1h 44m,39450,586848,171261
RIBAS,SYD5F99,PA AGUA CLARA,07/08/2025 01:14:00,07/08/2025 01:20:31,07/08/2025 02:20:47,Saiu da cerca,6m,39450,586848,185766
RIBAS,SYD5G19,PA AGUA CLARA,07/08/2025 01:18:11,,07/08/2025 02:18:18,Entrou na cerca,,39450,595390,185766
FILIAL 16622,SYR4E33,TRAJETO PA X APARECIDA 1,07/08/2025 00:44:53,07/08/2025 01:17:51,07/08/2025 02:18:03,Saiu da cerca,32m,16622,589699,69019
RIBAS,SYD5G19,Agua Clara,07/08/2025 01:14:11,,07/08/2025 02:14:58,Entrou na cerca,,39450,595390,171261
FILIAL 16622,SYR4E37,TRAJETO PA X APARECIDA 2,07/08/2025 00:21:31,07/08/2025 01:12:43,07/08/2025 02:14:52,Saiu da cerca,51m,16622,589829,69021
RIBAS,SYD5G48,Buffer frotas ,06/08/2025 22:43:50,07/08/2025 01:12:45,07/08/2025 02:14:20,Saiu da cerca,2h 28m,39450,584793,170884
RIBAS,SYD5G33,Buffer frotas ,06/08/2025 22:13:16,07/08/2025 01:11:36,07/08/2025 02:13:45,Saiu da cerca,2h 58m,39450,593023,170884
RIBAS,SYD5G05,Carregamento RRp,07/08/2025 00:34:41,07/08/2025 01:12:32,07/08/2025 02:12:39,Saiu da cerca,37m,39450,584796,169314
RIBAS,SYD5F99,PA AGUA CLARA,06/08/2025 23:44:31,07/08/2025 01:11:40,07/08/2025 02:11:49,Saiu da cerca,1h 27m,39450,586848,185766
RIBAS,SYE7D12,Buffer frotas ,06/08/2025 22:44:20,07/08/2025 01:06:33,07/08/2025 02:06:55,Saiu da cerca,2h 22m,39450,600095,170884
RIBAS,SYD5G56,Carregamento Fabrica RRP,06/08/2025 23:13:39,07/08/2025 01:06:10,07/08/2025 02:06:30,Saiu da cerca,1h 52m,39450,595769,170885
RIBAS,GBJ0J68,Agua Clara,07/08/2025 00:32:46,07/08/2025 01:04:56,07/08/2025 02:05:45,Saiu da cerca,32m,44459,611594,171261
RIBAS,SYD5G56,Enlonamento RRP,07/08/2025 00:47:02,07/08/2025 01:04:08,07/08/2025 02:05:14,Saiu da cerca,17m,39450,595769,184474
RIBAS,SYD5G32,Descarga Inocencia,07/08/2025 00:07:23,07/08/2025 01:03:58,07/08/2025 02:05:09,Saiu da cerca,56m,39450,595364,171260
RIBAS,SYD5G36,Enlonamento RRP,07/08/2025 00:55:14,07/08/2025 01:01:18,07/08/2025 02:02:03,Saiu da cerca,6m,39450,595362,184474
RIBAS,SMG5F48,Descarga Inocencia,07/08/2025 00:04:43,07/08/2025 00:58:19,07/08/2025 01:58:25,Saiu da cerca,53m,44459,616897,171260
RIBAS,SYD5G32,Terminal Inocencia,07/08/2025 00:46:49,07/08/2025 00:57:54,07/08/2025 01:58:05,Saiu da cerca,11m,39450,595364,185549
RIBAS,SYD5G32,Patio Carregado INO,07/08/2025 00:48:50,07/08/2025 00:57:54,07/08/2025 01:58:05,Saiu da cerca,9m,39450,595364,185552
RIBAS,SYD5G54,Carregamento Fabrica RRP,07/08/2025 00:28:20,07/08/2025 00:56:53,07/08/2025 01:57:30,Saiu da cerca,28m,39450,585061,170885
RIBAS,SYE7D13,Carregamento RRp,07/08/2025 00:53:21,07/08/2025 00:57:24,07/08/2025 01:57:29,Saiu da cerca,4m,39450,600023,169314
RIBAS,SMG5F48,Terminal Inocencia,07/08/2025 00:07:32,07/08/2025 00:56:18,07/08/2025 01:56:29,Saiu da cerca,48m,44459,616897,185549
RIBAS,SMG5F48,Patio Carregado INO,07/08/2025 00:34:48,07/08/2025 00:56:18,07/08/2025 01:56:29,Saiu da cerca,21m,44459,616897,185552
RIBAS,SYD5G52,Carregamento Fabrica RRP,07/08/2025 00:36:51,07/08/2025 00:54:48,07/08/2025 01:55:53,Saiu da cerca,17m,39450,586871,170885
RIBAS,SYD5G52,Enlonamento RRP,07/08/2025 00:36:51,07/08/2025 00:54:48,07/08/2025 01:55:53,Saiu da cerca,17m,39450,586871,184474
RIBAS,SYD5G36,Carregamento RRp,07/08/2025 00:34:45,07/08/2025 00:55:14,07/08/2025 01:55:48,Saiu da cerca,20m,39450,595362,169314
FILIAL 16622,SYD5F94,SELVIRIA,07/08/2025 00:50:26,07/08/2025 00:54:33,07/08/2025 01:54:37,Saiu da cerca,4m,16622,586850,51127
FILIAL 16622,SYD5G60,TRAJETO PA X APARECIDA 3,07/08/2025 00:45:42,07/08/2025 00:50:13,07/08/2025 01:53:12,Saiu da cerca,4m,16622,584818,69023
FILIAL 16622,SYD5F88,FILA DESCARGA APT,07/08/2025 00:47:59,07/08/2025 00:50:15,07/08/2025 01:52:36,Saiu da cerca,2m,16622,582309,115514
FILIAL 16622,SYD5F88,FILA DESCARGA APT,06/08/2025 23:49:59,07/08/2025 00:47:57,07/08/2025 01:52:31,Saiu da cerca,57m,16622,582309,115514
FILIAL 16622,SYD5F94,TRAJETO PA X APARECIDA 1,06/08/2025 23:49:59,07/08/2025 00:23:46,07/08/2025 01:51:25,Saiu da cerca,33m,16622,586850,69019
RIBAS,SYD5G21,Abastecimento Frotas RRP,07/08/2025 00:36:17,07/08/2025 00:50:42,07/08/2025 01:50:50,Saiu da cerca,14m,39450,595259,170896
RIBAS,SYD5G56,Carregamento RRp,07/08/2025 00:27:09,07/08/2025 00:47:02,07/08/2025 01:50:45,Saiu da cerca,19m,39450,595769,169314
RIBAS,SMG2D73,Descarga Inocencia,07/08/2025 00:49:20,07/08/2025 00:49:29,07/08/2025 01:50:04,Saiu da cerca,0m,44459,612374,171260
RIBAS,SYD5G32,Descarga INO,07/08/2025 00:46:49,07/08/2025 00:48:50,07/08/2025 01:49:04,Saiu da cerca,2m,39450,595364,169315
RIBAS,SYD5G32,Desc. INO,07/08/2025 00:46:49,07/08/2025 00:48:50,07/08/2025 01:49:04,Saiu da cerca,2m,39450,595364,185561
RIBAS,SYD5G21,Pro LOG,07/08/2025 00:42:31,07/08/2025 00:48:11,07/08/2025 01:48:48,Saiu da cerca,5m,39450,595259,185128
RIBAS,SYD5G32,Descarga INO,07/08/2025 00:23:36,07/08/2025 00:44:49,07/08/2025 01:48:18,Saiu da cerca,21m,39450,595364,169315
RIBAS,SYD5G32,Terminal Inocencia,07/08/2025 00:23:36,07/08/2025 00:44:49,07/08/2025 01:48:18,Saiu da cerca,21m,39450,595364,185549
RIBAS,SYD5G32,Desc. INO,07/08/2025 00:23:36,07/08/2025 00:44:49,07/08/2025 01:48:18,Saiu da cerca,21m,39450,595364,185561
RIBAS,SMG2D73,Abastecimento Frotas RRP,07/08/2025 00:37:22,07/08/2025 00:47:58,07/08/2025 01:48:03,Saiu da cerca,10m,44459,612374,170896
RIBAS,SMG2D73,Pro LOG,07/08/2025 00:37:22,07/08/2025 00:47:58,07/08/2025 01:48:03,Saiu da cerca,10m,44459,612374,185128
FILIAL 16622,SYR4E33,MONTANINI,07/08/2025 00:47:05,07/08/2025 00:47:40,07/08/2025 01:47:43,Saiu da cerca,0m,16622,589699,51131
RIBAS,SYE4C10,Carregamento RRp,07/08/2025 00:34:46,07/08/2025 00:47:04,07/08/2025 01:47:17,Saiu da cerca,12m,39450,595765,169314
FILIAL 16622,SYR4E33,TRAJETO FABRICA X PA,07/08/2025 00:01:55,07/08/2025 00:44:53,07/08/2025 01:44:56,Saiu da cerca,42m,16622,589699,69017
FILIAL 16622,SYD5G60,TRAJETO PA X APARECIDA 3,07/08/2025 00:19:52,07/08/2025 00:42:31,07/08/2025 01:44:36,Saiu da cerca,22m,16622,584818,69023
RIBAS,SYD5F90,Abastecimento Frotas RRP,07/08/2025 00:40:27,07/08/2025 00:44:11,07/08/2025 01:44:20,Saiu da cerca,3m,39450,595283,170896
RIBAS,SYD5F90,Pro LOG,07/08/2025 00:40:27,07/08/2025 00:44:11,07/08/2025 01:44:20,Saiu da cerca,3m,39450,595283,185128
RIBAS,SMH0F11,Carregamento Fabrica RRP,06/08/2025 22:40:15,07/08/2025 00:42:30,07/08/2025 01:43:09,Saiu da cerca,2h 2m,44459,618629,170885
RIBAS,SMG9B17,Descarga Inocencia,06/08/2025 23:53:13,07/08/2025 00:32:16,07/08/2025 01:42:14,Saiu da cerca,39m,44459,613279,171260
RIBAS,SMG9B17,Terminal Inocencia,07/08/2025 00:12:39,07/08/2025 00:30:15,07/08/2025 01:42:14,Saiu da cerca,17m,44459,613279,185549
RIBAS,SMG9B17,Patio Carregado INO,07/08/2025 00:22:13,07/08/2025 00:30:15,07/08/2025 01:42:14,Saiu da cerca,8m,44459,613279,185552
RIBAS,SMG9C17,Terminal Inocencia,06/08/2025 23:45:04,07/08/2025 00:29:50,07/08/2025 01:41:38,Saiu da cerca,44m,44459,613399,185549
RIBAS,SMG9C17,Descarga Inocencia,06/08/2025 23:45:04,07/08/2025 00:31:50,07/08/2025 01:41:38,Saiu da cerca,46m,44459,613399,171260
RIBAS,SMG9C17,Patio Carregado INO,07/08/2025 00:16:02,07/08/2025 00:29:50,07/08/2025 01:41:38,Saiu da cerca,13m,44459,613399,185552
RIBAS,SYD5G52,Carregamento Fabrica RRP,06/08/2025 23:15:24,07/08/2025 00:33:34,07/08/2025 01:40:22,Saiu da cerca,1h 18m,39450,586871,170885
RIBAS,SYD5G52,Carregamento RRp,07/08/2025 00:17:04,07/08/2025 00:33:34,07/08/2025 01:40:22,Saiu da cerca,16m,39450,586871,169314
RIBAS,SYD5G28,Agua Clara,07/08/2025 00:30:50,07/08/2025 00:39:53,07/08/2025 01:40:02,Saiu da cerca,9m,39450,583457,171261
RIBAS,SYD5G62,Abastecimento Frotas RRP,07/08/2025 00:28:31,07/08/2025 00:38:03,07/08/2025 01:38:11,Saiu da cerca,9m,39450,582326,170896
RIBAS,SYD5G62,Pro LOG,07/08/2025 00:28:31,07/08/2025 00:38:03,07/08/2025 01:38:11,Saiu da cerca,9m,39450,582326,185128
RIBAS,SMG2D73,Descarga Inocencia,07/08/2025 00:37:07,07/08/2025 00:37:22,07/08/2025 01:38:01,Saiu da cerca,0m,44459,612374,171260
RIBAS,SMG2D73,Abastecimento Frotas RRP,07/08/2025 00:31:46,07/08/2025 00:37:07,07/08/2025 01:37:10,Saiu da cerca,5m,44459,612374,170896
RIBAS,SYE7D13,Carregamento RRp,07/08/2025 00:32:40,07/08/2025 00:36:17,07/08/2025 01:36:25,Saiu da cerca,3m,39450,600023,169314
RIBAS,SYD5G30,Abastecimento Frotas RRP,07/08/2025 00:16:26,07/08/2025 00:35:29,07/08/2025 01:35:39,Saiu da cerca,19m,39450,612652,170896
RIBAS,SYD5G30,Pro LOG,07/08/2025 00:27:35,07/08/2025 00:35:29,07/08/2025 01:35:39,Saiu da cerca,7m,39450,612652,185128
RIBAS,SYL5J46,Agua Clara,07/08/2025 00:26:46,07/08/2025 00:35:04,07/08/2025 01:35:14,Saiu da cerca,8m,39450,595218,171261
RIBAS,SYD5G16,Carregamento RRp,07/08/2025 00:28:57,07/08/2025 00:34:58,07/08/2025 01:35:09,Saiu da cerca,6m,39450,595366,169314
RIBAS,SMG5F48,Descarga INO,07/08/2025 00:19:43,07/08/2025 00:34:48,07/08/2025 01:34:54,Saiu da cerca,15m,44459,616897,169315
RIBAS,SMG5F48,Patio Vazio INO,07/08/2025 00:33:10,07/08/2025 00:34:48,07/08/2025 01:34:54,Saiu da cerca,1m,44459,616897,185554
RIBAS,SMG5F48,Desc. INO,07/08/2025 00:19:43,07/08/2025 00:33:10,07/08/2025 01:34:38,Saiu da cerca,13m,44459,616897,185561
RIBAS,SYD5G36,Carregamento RRp,07/08/2025 00:26:41,07/08/2025 00:33:38,07/08/2025 01:34:13,Saiu da cerca,6m,39450,595362,169314
RIBAS,SMG5F48,Patio Carregado INO,07/08/2025 00:07:32,07/08/2025 00:19:43,07/08/2025 01:32:06,Saiu da cerca,12m,44459,616897,185552
RIBAS,SYD5G63,Buffer frotas ,07/08/2025 00:29:09,07/08/2025 00:31:29,07/08/2025 01:31:36,Saiu da cerca,2m,39450,595770,170884
RIBAS,SYD5F90,Pro LOG,07/08/2025 00:29:09,07/08/2025 00:30:03,07/08/2025 01:30:26,Saiu da cerca,0m,39450,595283,185128
RIBAS,SYD5G65,Agua Clara,06/08/2025 23:21:33,07/08/2025 00:30:16,07/08/2025 01:30:25,Saiu da cerca,1h 8m,39450,595220,171261
RIBAS,SYD5G65,PA AGUA CLARA,06/08/2025 23:29:36,07/08/2025 00:30:16,07/08/2025 01:30:25,Saiu da cerca,1h 0m,39450,595220,185766
RIBAS,SYD5F90,Abastecimento Frotas RRP,07/08/2025 00:29:09,07/08/2025 00:30:03,07/08/2025 01:30:25,Saiu da cerca,0m,39450,595283,170896
RIBAS,SYD5G01,Abastecimento Frotas RRP,06/08/2025 23:47:53,07/08/2025 00:29:57,07/08/2025 01:30:05,Saiu da cerca,42m,39450,593678,170896
