Placa_Veiculo,Descricao_POI,Data_Entrada,Data_Saida,Duracao,Status_Evento
SYE7D14,PA AGUA CLARA,01/08/2025 02:34,01/08/2025 04:11,1h 37m,Saiu da cerca
SYL5J46,Carregamento Fabrica RRP,01/08/2025 02:34,01/08/2025 04:36,2h 2m,Saiu da cerca
SYL5J46,Enlonamento RRP,01/08/2025 02:34,01/08/2025 02:47,13m,Saiu da cerca
SMG5F48,Carregamento Fabrica RRP,01/08/2025 02:34,01/08/2025 04:16,1h 41m,Saiu da cerca
SYD5G52,Carregamento RRp,01/08/2025 02:29,01/08/2025 02:31,1m,Saiu da cerca
SYD5G52,Carregamento RRp,01/08/2025 02:34,01/08/2025 02:57,22m,Saiu da cerca
SYD5F91,Carregamento RRp,01/08/2025 02:35,01/08/2025 02:54,18m,Saiu da cerca
SYD5G56,Enlonamento RRP,01/08/2025 02:36,01/08/2025 02:53,16m,Saiu da cerca
RWD4B32,Posto Mutum,01/08/2025 02:36,01/08/2025 02:47,11m,Saiu da cerca
SYD5G18,Agua Clara,01/08/2025 02:33,01/08/2025 08:01,5h 27m,Saiu da cerca
SYD5G18,PA AGUA CLARA,01/08/2025 02:33,01/08/2025 08:01,5h 27m,Saiu da cerca
SMG5F48,Carregamento RRp,01/08/2025 02:38,01/08/2025 02:59,20m,Saiu da cerca
SYD5F95,Enlonamento RRP,01/08/2025 02:38,01/08/2025 02:40,2m,Saiu da cerca
SYD5G19,Carregamento Fabrica RRP,01/08/2025 02:40,01/08/2025 04:34,1h 54m,Saiu da cerca
SYD5G19,Enlonamento RRP,01/08/2025 02:40,01/08/2025 02:54,13m,Saiu da cerca
SYD5G26,Carregamento Fabrica RRP,01/08/2025 02:42,01/08/2025 05:32,2h 49m,Saiu da cerca
SYD5G26,Enlonamento RRP,01/08/2025 02:43,01/08/2025 02:53,10m,Saiu da cerca
SYD5G53,Enlonamento RRP,01/08/2025 02:43,01/08/2025 02:47,4m,Saiu da cerca
SYD5G31,Agua Clara,01/08/2025 02:43,01/08/2025 03:12,28m,Saiu da cerca
SYD5G30,Descarga Inocencia,01/08/2025 02:46,01/08/2025 03:31,44m,Saiu da cerca
SYD5G53,Buffer frotas ,01/08/2025 02:47,01/08/2025 02:58,11m,Saiu da cerca
SYD5G16,Patio Carregado INO,01/08/2025 02:41,01/08/2025 04:07,1h 25m,Saiu da cerca
SYD5F95,Buffer frotas ,01/08/2025 02:48,01/08/2025 02:56,7m,Saiu da cerca
SMG9I17,Carregamento RRp,01/08/2025 02:49,01/08/2025 02:54,4m,Saiu da cerca
SYD5G04,Abastecimento Frotas RRP,01/08/2025 02:50,01/08/2025 03:00,10m,Saiu da cerca
SYD5G32,Descarga Inocencia,01/08/2025 02:44,01/08/2025 04:43,1h 58m,Saiu da cerca
SYD5G06,Enlonamento RRP,01/08/2025 02:50,01/08/2025 03:07,17m,Saiu da cerca
SYD5G67,Agua Clara,01/08/2025 02:51,01/08/2025 07:02,4h 11m,Saiu da cerca
SYD5G67,PA AGUA CLARA,01/08/2025 02:51,01/08/2025 02:53,2m,Saiu da cerca
SYD5G04,Pro LOG,01/08/2025 02:50,01/08/2025 03:00,10m,Saiu da cerca
SYD5G30,Terminal Inocencia,01/08/2025 02:49,01/08/2025 03:27,37m,Saiu da cerca
SYD5G30,Patio Carregado INO,01/08/2025 02:51,01/08/2025 02:59,7m,Saiu da cerca
SYD5G31,PA AGUA CLARA,01/08/2025 02:52,01/08/2025 03:12,19m,Saiu da cerca
SYD5G56,Buffer frotas ,01/08/2025 02:53,01/08/2025 03:06,13m,Saiu da cerca
SYD5G67,PA AGUA CLARA,01/08/2025 02:55,01/08/2025 06:54,3h 59m,Saiu da cerca
FOW8J57,Abastecimento Frotas RRP,01/08/2025 02:56,01/08/2025 03:11,14m,Saiu da cerca
RWB3C06,Buffer frotas ,01/08/2025 02:55,01/08/2025 03:12,16m,Saiu da cerca
SMH0F11,Buffer frotas ,01/08/2025 02:56,01/08/2025 03:13,17m,Saiu da cerca
SYD5G52,Enlonamento RRP,01/08/2025 02:57,01/08/2025 03:16,18m,Saiu da cerca
SYD5G63,Abastecimento Frotas RRP,01/08/2025 02:57,01/08/2025 03:11,13m,Saiu da cerca
FOW8J57,Pro LOG,01/08/2025 02:59,01/08/2025 03:11,11m,Saiu da cerca
SYD5G63,Pro LOG,01/08/2025 02:59,01/08/2025 03:11,11m,Saiu da cerca
SYD5G04,Buffer frotas ,01/08/2025 03:00,01/08/2025 03:07,6m,Saiu da cerca
SYD5F89,Enlonamento RRP,01/08/2025 02:47,01/08/2025 02:49,2m,Saiu da cerca
SYD5G05,Abastecimento Frotas RRP,01/08/2025 02:59,01/08/2025 03:03,4m,Saiu da cerca
SYD5G65,Terminal Inocencia,01/08/2025 02:43,01/08/2025 03:13,29m,Saiu da cerca
SYD5G65,Patio Carregado INO,01/08/2025 02:43,01/08/2025 02:47,3m,Saiu da cerca
SYD5G65,Descarga Inocencia,01/08/2025 02:43,01/08/2025 03:14,30m,Saiu da cerca
SYD5G65,Descarga INO,01/08/2025 02:47,01/08/2025 03:01,13m,Saiu da cerca
SYD5G65,Patio Vazio INO,01/08/2025 02:47,01/08/2025 02:51,3m,Saiu da cerca
SYD5G23,Carregamento RRp,01/08/2025 03:03,01/08/2025 03:04,0m,Saiu da cerca
SYD5G05,Posto Mutum,01/08/2025 03:03,01/08/2025 03:05,2m,Saiu da cerca
SYD5G65,Desc. INO,01/08/2025 02:51,01/08/2025 03:05,14m,Saiu da cerca
SYD5G05,Abastecimento Frotas RRP,01/08/2025 03:05,01/08/2025 03:08,3m,Saiu da cerca
SYD5G65,Descarga INO,01/08/2025 03:05,01/08/2025 03:13,8m,Saiu da cerca
SYD5G65,Patio Vazio INO,01/08/2025 03:05,01/08/2025 03:13,8m,Saiu da cerca
SYD5G25,Enlonamento RRP,01/08/2025 03:06,01/08/2025 03:24,17m,Saiu da cerca
SYD5G26,Carregamento RRp,01/08/2025 03:07,01/08/2025 03:09,2m,Saiu da cerca
SYD5G05,Posto Mutum,01/08/2025 03:08,01/08/2025 03:09,0m,Saiu da cerca
SYD5F89,Buffer frotas ,01/08/2025 03:09,01/08/2025 03:27,18m,Saiu da cerca
SYD5G04,Carregamento Fabrica RRP,01/08/2025 03:09,01/08/2025 05:22,2h 13m,Saiu da cerca
SMG9I17,Carregamento RRp,01/08/2025 03:09,01/08/2025 03:13,3m,Saiu da cerca
SYD5G06,Buffer frotas ,01/08/2025 03:09,01/08/2025 03:27,17m,Saiu da cerca
SYD5G05,Abastecimento Frotas RRP,01/08/2025 03:09,01/08/2025 03:10,0m,Saiu da cerca
SYD5G05,Pro LOG,01/08/2025 03:09,01/08/2025 03:10,0m,Saiu da cerca
SYD5G05,Posto Mutum,01/08/2025 03:10,01/08/2025 03:14,4m,Saiu da cerca
SYD5F92,Agua Clara,01/08/2025 03:10,01/08/2025 03:17,6m,Saiu da cerca
SYD5G63,Carregamento Fabrica RRP,01/08/2025 03:11,01/08/2025 05:37,2h 26m,Saiu da cerca
SYD5G63,Enlonamento RRP,01/08/2025 03:11,01/08/2025 03:19,8m,Saiu da cerca
SYD5F91,Carregamento RRp,01/08/2025 03:13,01/08/2025 03:53,40m,Saiu da cerca
SYL4A18,Agua Clara,01/08/2025 03:13,01/08/2025 03:24,11m,Saiu da cerca
SYE7D11,Abastecimento Frotas RRP,01/08/2025 03:14,01/08/2025 03:22,7m,Saiu da cerca
SYE7D11,Pro LOG,01/08/2025 03:14,01/08/2025 03:22,7m,Saiu da cerca
SYD5G05,Abastecimento Frotas RRP,01/08/2025 03:14,01/08/2025 03:17,2m,Saiu da cerca
SYD5G05,Pro LOG,01/08/2025 03:14,01/08/2025 03:17,2m,Saiu da cerca
RWD4B32,Agua Clara,01/08/2025 03:16,01/08/2025 03:24,8m,Saiu da cerca
SYD5G23,Carregamento RRp,01/08/2025 03:16,01/08/2025 03:32,15m,Saiu da cerca
SYD5G05,Carregamento Fabrica RRP,01/08/2025 03:17,01/08/2025 03:17,0m,Saiu da cerca
SYD5G05,Enlonamento RRP,01/08/2025 03:17,01/08/2025 03:17,0m,Saiu da cerca
SYD5G30,Descarga INO,01/08/2025 02:59,01/08/2025 03:19,19m,Saiu da cerca
SYD5G30,Patio Vazio INO,01/08/2025 02:59,01/08/2025 03:01,2m,Saiu da cerca
SYD5G30,Desc. INO,01/08/2025 03:01,01/08/2025 03:16,14m,Saiu da cerca
SYD5G05,Posto Mutum,01/08/2025 03:17,01/08/2025 03:17,0m,Saiu da cerca
SYD5G30,Patio Vazio INO,01/08/2025 03:16,01/08/2025 03:27,11m,Saiu da cerca
SYD5G01,Terminal Inocencia,01/08/2025 03:09,01/08/2025 03:59,49m,Saiu da cerca
SYD5G01,Patio Carregado INO,01/08/2025 03:09,01/08/2025 03:19,10m,Saiu da cerca
SYD5G01,Descarga Inocencia,01/08/2025 03:09,01/08/2025 03:59,49m,Saiu da cerca
SYD5G05,Carregamento Fabrica RRP,01/08/2025 03:17,01/08/2025 03:18,1m,Saiu da cerca
SYD5G05,Enlonamento RRP,01/08/2025 03:17,01/08/2025 03:18,1m,Saiu da cerca
SYD5G48,Agua Clara,01/08/2025 03:18,01/08/2025 05:24,2h 5m,Saiu da cerca
SYD5G05,Posto Mutum,01/08/2025 03:18,01/08/2025 03:29,10m,Saiu da cerca
SYD5G17,Agua Clara,01/08/2025 03:21,01/08/2025 06:19,2h 58m,Saiu da cerca
SYD5G20,Agua Clara,01/08/2025 03:15,01/08/2025 03:30,15m,Saiu da cerca
SYE7D11,Carregamento Fabrica RRP,01/08/2025 03:23,01/08/2025 05:48,2h 25m,Saiu da cerca
SYE7D11,Enlonamento RRP,01/08/2025 03:23,01/08/2025 03:32,9m,Saiu da cerca
SYE4C10,Agua Clara,01/08/2025 03:23,01/08/2025 03:41,17m,Saiu da cerca
SYD5G25,Buffer frotas ,01/08/2025 03:24,01/08/2025 03:33,9m,Saiu da cerca
SYD5G17,PA AGUA CLARA,01/08/2025 03:25,01/08/2025 06:11,2h 46m,Saiu da cerca
SYD5F93,Posto Mutum,01/08/2025 03:27,01/08/2025 03:29,2m,Saiu da cerca
SYD5G52,Buffer frotas ,01/08/2025 03:25,01/08/2025 03:43,18m,Saiu da cerca
SYD5G63,Carregamento RRp,01/08/2025 03:27,01/08/2025 03:30,2m,Saiu da cerca
SYD5G05,Carregamento Fabrica RRP,01/08/2025 03:29,01/08/2025 05:39,2h 9m,Saiu da cerca
SYD5G05,Enlonamento RRP,01/08/2025 03:29,01/08/2025 03:40,10m,Saiu da cerca
SYE4C10,PA AGUA CLARA,01/08/2025 03:29,01/08/2025 03:31,2m,Saiu da cerca
SMG9I17,Carregamento RRp,01/08/2025 03:31,01/08/2025 04:05,33m,Saiu da cerca
SYD5G63,Enlonamento RRP,01/08/2025 03:32,01/08/2025 03:38,6m,Saiu da cerca
SMG9B17,Descarga Inocencia,01/08/2025 02:59,01/08/2025 03:40,40m,Saiu da cerca
SMG9B17,Terminal Inocencia,01/08/2025 03:02,01/08/2025 03:36,33m,Saiu da cerca
SMG9B17,Patio Carregado INO,01/08/2025 03:02,01/08/2025 03:16,13m,Saiu da cerca
SMG9B17,Descarga INO,01/08/2025 03:16,01/08/2025 03:29,12m,Saiu da cerca
SMG9B17,Desc. INO,01/08/2025 03:16,01/08/2025 03:28,11m,Saiu da cerca
FOW8J57,Manutencao JSL RRP,01/08/2025 03:32,01/08/2025 08:42,5h 10m,Saiu da cerca
FOW8J57,Manuten¿¿o Geral JSL RRP,01/08/2025 03:32,01/08/2025 08:42,5h 10m,Saiu da cerca
SMG9B17,Patio Vazio INO,01/08/2025 03:28,01/08/2025 03:29,1m,Saiu da cerca
SYD5G57,Patio Carregado INO,01/08/2025 03:31,01/08/2025 03:38,6m,Saiu da cerca
SMG9B17,Patio Carregado INO,01/08/2025 03:29,01/08/2025 03:36,7m,Saiu da cerca
SYD5G22,Posto Mutum,01/08/2025 02:53,01/08/2025 02:55,2m,Saiu da cerca
SYD5F90,Descarga Inocencia,01/08/2025 03:26,01/08/2025 06:20,2h 53m,Saiu da cerca
SYE7D11,Enlonamento RRP,01/08/2025 03:34,01/08/2025 04:00,26m,Saiu da cerca
SYD5G61,Agua Clara,01/08/2025 03:35,01/08/2025 04:52,1h 16m,Saiu da cerca
SMG5F48,Carregamento RRp,01/08/2025 03:35,01/08/2025 04:16,41m,Saiu da cerca
SYL5J46,Carregamento RRp,01/08/2025 03:35,01/08/2025 03:38,2m,Saiu da cerca
SYD5G23,Enlonamento RRP,01/08/2025 03:35,01/08/2025 03:46,11m,Saiu da cerca
SYD5G35,Descarga Inocencia,01/08/2025 03:29,01/08/2025 04:43,1h 13m,Saiu da cerca
SYD5G38,Oficina JSL,01/08/2025 03:36,01/08/2025 08:58,5h 22m,Saiu da cerca
SYD5G35,Terminal Inocencia,01/08/2025 03:31,01/08/2025 04:37,1h 6m,Saiu da cerca
SYD5G35,Patio Carregado INO,01/08/2025 03:31,01/08/2025 03:50,19m,Saiu da cerca
SYD5G21,Agua Clara,01/08/2025 03:37,01/08/2025 06:43,3h 5m,Saiu da cerca
SYD5G61,PA AGUA CLARA,01/08/2025 03:38,01/08/2025 04:43,1h 5m,Saiu da cerca
SYD5G58,Agua Clara,01/08/2025 03:39,01/08/2025 08:02,4h 22m,Saiu da cerca
SYL5J46,Carregamento RRp,01/08/2025 03:40,01/08/2025 03:42,2m,Saiu da cerca
SYD5G21,PA AGUA CLARA,01/08/2025 03:41,01/08/2025 06:35,2h 53m,Saiu da cerca
SYD5G01,Descarga INO,01/08/2025 03:19,01/08/2025 03:46,26m,Saiu da cerca
SYD5G01,Desc. INO,01/08/2025 03:19,01/08/2025 03:46,26m,Saiu da cerca
SYD5G64,Agua Clara,01/08/2025 03:42,01/08/2025 04:11,28m,Saiu da cerca
SYD5G63,Carregamento RRp,01/08/2025 03:44,01/08/2025 03:55,11m,Saiu da cerca
SYD5G58,PA AGUA CLARA,01/08/2025 03:48,01/08/2025 07:00,3h 11m,Saiu da cerca
SYD5G48,PA AGUA CLARA,01/08/2025 03:49,01/08/2025 05:12,1h 23m,Saiu da cerca
SYD5G64,PA AGUA CLARA,01/08/2025 03:50,01/08/2025 04:09,19m,Saiu da cerca
SYD5G05,Enlonamento RRP,01/08/2025 03:50,01/08/2025 03:57,6m,Saiu da cerca
SYE7D12,Agua Clara,01/08/2025 03:50,01/08/2025 04:21,30m,Saiu da cerca
SYE7D12,PA AGUA CLARA,01/08/2025 03:50,01/08/2025 04:21,30m,Saiu da cerca
SYD5G01,Patio Carregado INO,01/08/2025 03:46,01/08/2025 03:59,12m,Saiu da cerca
SYD5G23,Carregamento RRp,01/08/2025 03:46,01/08/2025 03:56,9m,Saiu da cerca
SYD5G20,Posto Mutum,01/08/2025 03:46,01/08/2025 04:01,15m,Saiu da cerca
SYD5G22,Abastecimento Frotas RRP,01/08/2025 03:47,01/08/2025 03:59,12m,Saiu da cerca
SYD5G22,Pro LOG,01/08/2025 03:47,01/08/2025 03:59,12m,Saiu da cerca
SYD5G02,Oficina JSL,01/08/2025 03:54,01/08/2025 04:06,12m,Saiu da cerca
SYD5G57,Descarga INO,01/08/2025 03:38,01/08/2025 03:47,9m,Saiu da cerca
SYD5G57,Patio Vazio INO,01/08/2025 03:38,01/08/2025 03:41,2m,Saiu da cerca
SYD5G23,Enlonamento RRP,01/08/2025 03:56,01/08/2025 03:57,1m,Saiu da cerca
SYD5G04,Carregamento RRp,01/08/2025 03:55,01/08/2025 03:57,1m,Saiu da cerca
SYD5F91,Carregamento Fabrica RRP,01/08/2025 03:57,01/08/2025 04:09,11m,Saiu da cerca
SYD5G05,Carregamento RRp,01/08/2025 03:57,01/08/2025 03:58,0m,Saiu da cerca
SYD5F93,Agua Clara,01/08/2025 03:58,01/08/2025 04:09,11m,Saiu da cerca
SYD5G57,Desc. INO,01/08/2025 03:41,01/08/2025 03:57,16m,Saiu da cerca
SYD5G57,Patio Carregado INO,01/08/2025 03:57,01/08/2025 04:09,12m,Saiu da cerca
SYD5G19,Carregamento RRp,01/08/2025 03:58,01/08/2025 04:07,8m,Saiu da cerca
SYD5G23,Enlonamento RRP,01/08/2025 03:58,01/08/2025 04:17,18m,Saiu da cerca
SMG2D73,Abastecimento Frotas RRP,01/08/2025 03:59,01/08/2025 04:12,12m,Saiu da cerca
SMG2D73,Pro LOG,01/08/2025 03:59,01/08/2025 04:12,12m,Saiu da cerca
SYD5G63,Carregamento RRp,01/08/2025 04:00,01/08/2025 04:17,17m,Saiu da cerca
SYD5G22,Carregamento Fabrica RRP,01/08/2025 04:00,01/08/2025 05:48,1h 47m,Saiu da cerca
SYD5F90,Terminal Inocencia,01/08/2025 03:37,01/08/2025 06:16,2h 38m,Saiu da cerca
SYD5F90,Patio Carregado INO,01/08/2025 03:37,01/08/2025 03:40,2m,Saiu da cerca
SYD5F90,Descarga INO,01/08/2025 03:40,01/08/2025 04:04,23m,Saiu da cerca
SYD5F90,Patio Vazio INO,01/08/2025 03:40,01/08/2025 03:46,6m,Saiu da cerca
SYD5F90,Desc. INO,01/08/2025 03:46,01/08/2025 04:07,21m,Saiu da cerca
SYD5G19,Carregamento RRp,01/08/2025 04:09,01/08/2025 04:34,25m,Saiu da cerca
SYL5J46,Carregamento RRp,01/08/2025 04:09,01/08/2025 04:10,1m,Saiu da cerca
SYD5G02,Oficina JSL,01/08/2025 04:09,01/08/2025 04:10,0m,Saiu da cerca
SYD5G04,Carregamento RRp,01/08/2025 04:10,01/08/2025 04:13,2m,Saiu da cerca
SMG9I17,Enlonamento RRP,01/08/2025 04:12,01/08/2025 04:25,12m,Saiu da cerca
SYD5F95,Agua Clara,01/08/2025 04:12,01/08/2025 04:21,8m,Saiu da cerca
SMG9D17,Posto Mutum,01/08/2025 04:13,01/08/2025 04:15,2m,Saiu da cerca
SYL5J46,Carregamento RRp,01/08/2025 04:13,01/08/2025 04:34,20m,Saiu da cerca
SMG2D73,Carregamento Fabrica RRP,01/08/2025 04:14,01/08/2025 05:53,1h 38m,Saiu da cerca
SYD5G02,Oficina JSL,01/08/2025 04:14,01/08/2025 04:18,3m,Saiu da cerca
SYD5G53,Agua Clara,01/08/2025 04:15,01/08/2025 04:49,33m,Saiu da cerca
SYL4A15,Agua Clara,01/08/2025 04:16,01/08/2025 05:25,1h 8m,Saiu da cerca
SYD5G26,Carregamento RRp,01/08/2025 04:16,01/08/2025 04:33,16m,Saiu da cerca
SYD5G23,Buffer frotas ,01/08/2025 04:17,01/08/2025 04:29,12m,Saiu da cerca
SYD5G04,Carregamento RRp,01/08/2025 04:17,01/08/2025 04:25,7m,Saiu da cerca
SYD5G05,Carregamento RRp,01/08/2025 04:17,01/08/2025 04:24,7m,Saiu da cerca
SYD5G35,Descarga INO,01/08/2025 03:50,01/08/2025 04:20,29m,Saiu da cerca
SYD5G35,Desc. INO,01/08/2025 03:50,01/08/2025 04:20,29m,Saiu da cerca
SYD5G35,Patio Carregado INO,01/08/2025 04:20,01/08/2025 04:37,17m,Saiu da cerca
SYL4A15,PA AGUA CLARA,01/08/2025 04:21,01/08/2025 05:17,55m,Saiu da cerca
SYD5G53,PA AGUA CLARA,01/08/2025 04:21,01/08/2025 04:41,19m,Saiu da cerca
SMG2D73,Enlonamento RRP,01/08/2025 04:23,01/08/2025 04:25,2m,Saiu da cerca
SYD5G31,Abastecimento Frotas RRP,01/08/2025 04:23,01/08/2025 04:31,7m,Saiu da cerca
SYD5G31,Pro LOG,01/08/2025 04:23,01/08/2025 04:31,7m,Saiu da cerca
SYD5G34,Descarga INO,01/08/2025 04:12,01/08/2025 04:20,8m,Saiu da cerca
SYD5G34,Terminal Inocencia,01/08/2025 04:12,01/08/2025 04:20,8m,Saiu da cerca
SYD5G34,Desc. INO,01/08/2025 04:12,01/08/2025 04:20,8m,Saiu da cerca
SYE7D11,Carregamento RRp,01/08/2025 04:25,01/08/2025 04:34,8m,Saiu da cerca
SYD5G34,Terminal Inocencia,01/08/2025 04:23,01/08/2025 04:39,15m,Saiu da cerca
SYD5G34,Desc. INO,01/08/2025 04:23,01/08/2025 04:25,2m,Saiu da cerca
SYD5G34,Patio Vazio INO,01/08/2025 04:25,01/08/2025 04:26,0m,Saiu da cerca
SYD5G56,Agua Clara,01/08/2025 04:26,01/08/2025 04:41,15m,Saiu da cerca
SYD5G34,Patio Carregado INO,01/08/2025 04:26,01/08/2025 04:39,12m,Saiu da cerca
SYD5G50,PA AGUA CLARA,01/08/2025 04:29,01/08/2025 04:45,16m,Saiu da cerca
SYD5F90,Patio Vazio INO,01/08/2025 04:18,01/08/2025 05:18,59m,Saiu da cerca
SYD5G02,Oficina JSL,01/08/2025 04:30,01/08/2025 12:13,7h 43m,Saiu da cerca
SMG5F48,Carregamento Fabrica RRP,01/08/2025 04:30,01/08/2025 04:52,22m,Saiu da cerca
SMG5F48,Enlonamento RRP,01/08/2025 04:30,01/08/2025 04:52,22m,Saiu da cerca
SYD5F92,Abastecimento Frotas RRP,01/08/2025 04:30,01/08/2025 04:40,10m,Saiu da cerca
SYD5F92,Pro LOG,01/08/2025 04:30,01/08/2025 04:40,10m,Saiu da cerca
SMG9I17,Buffer frotas ,01/08/2025 04:26,01/08/2025 04:38,11m,Saiu da cerca
QUA0J34,Carregamento Fabrica RRP,01/08/2025 04:32,01/08/2025 05:53,1h 20m,Saiu da cerca
QUA0J34,Enlonamento RRP,01/08/2025 04:32,01/08/2025 04:34,2m,Saiu da cerca
SYD5G31,Carregamento Fabrica RRP,01/08/2025 04:32,01/08/2025 06:13,1h 40m,Saiu da cerca
SYD5G31,Enlonamento RRP,01/08/2025 04:32,01/08/2025 04:38,6m,Saiu da cerca
SYD5G05,Carregamento RRp,01/08/2025 04:33,01/08/2025 04:34,0m,Saiu da cerca
SYL5J46,Enlonamento RRP,01/08/2025 04:34,01/08/2025 04:34,0m,Saiu da cerca
SYD5G63,Carregamento RRp,01/08/2025 04:34,01/08/2025 05:12,37m,Saiu da cerca
SYD5G04,Carregamento RRp,01/08/2025 04:34,01/08/2025 05:04,30m,Saiu da cerca
SYD5G05,Carregamento RRp,01/08/2025 04:34,01/08/2025 04:47,12m,Saiu da cerca
SYD5F91,Carregamento Fabrica RRP,01/08/2025 04:35,01/08/2025 04:37,2m,Saiu da cerca
SYD5G19,Carregamento Fabrica RRP,01/08/2025 04:36,01/08/2025 05:08,32m,Saiu da cerca
SYD5G19,Enlonamento RRP,01/08/2025 04:36,01/08/2025 05:08,32m,Saiu da cerca
SYD5G32,Descarga INO,01/08/2025 04:24,01/08/2025 04:37,12m,Saiu da cerca
SYD5G32,Terminal Inocencia,01/08/2025 04:24,01/08/2025 04:41,16m,Saiu da cerca
SYD5G32,Desc. INO,01/08/2025 04:24,01/08/2025 04:37,12m,Saiu da cerca
SYE7D11,Carregamento RRp,01/08/2025 04:36,01/08/2025 05:30,54m,Saiu da cerca
SYD5G22,Carregamento RRp,01/08/2025 04:36,01/08/2025 04:54,17m,Saiu da cerca
SYD5G32,Patio Carregado INO,01/08/2025 04:37,01/08/2025 04:41,4m,Saiu da cerca
RWB3C06,Agua Clara,01/08/2025 04:37,01/08/2025 04:55,18m,Saiu da cerca
SMH0F11,Agua Clara,01/08/2025 04:38,01/08/2025 04:55,17m,Saiu da cerca
SYD5G31,Enlonamento RRP,01/08/2025 04:39,01/08/2025 04:41,2m,Saiu da cerca
SYD5F92,Carregamento Fabrica RRP,01/08/2025 04:40,01/08/2025 06:19,1h 39m,Saiu da cerca
SMG2D73,Carregamento RRp,01/08/2025 04:41,01/08/2025 04:46,4m,Saiu da cerca
SYD5G06,Agua Clara,01/08/2025 04:42,01/08/2025 04:44,1m,Saiu da cerca
SYL5J46,Carregamento Fabrica RRP,01/08/2025 04:43,01/08/2025 04:49,6m,Saiu da cerca
SYD5F89,Agua Clara,01/08/2025 04:43,01/08/2025 09:05,4h 22m,Saiu da cerca
SMG9D17,Agua Clara,01/08/2025 04:43,01/08/2025 04:52,9m,Saiu da cerca
SYD5F96,Terminal Inocencia,01/08/2025 04:39,01/08/2025 05:16,36m,Saiu da cerca
SYD5F96,Patio Carregado INO,01/08/2025 04:39,01/08/2025 04:50,11m,Saiu da cerca
SYD5F96,Descarga Inocencia,01/08/2025 04:39,01/08/2025 05:20,41m,Saiu da cerca
SYD5G25,Agua Clara,01/08/2025 04:45,01/08/2025 04:53,8m,Saiu da cerca
SYD5G06,Agua Clara,01/08/2025 04:46,01/08/2025 04:51,4m,Saiu da cerca
SYD5G06,PA AGUA CLARA,01/08/2025 04:46,01/08/2025 04:51,4m,Saiu da cerca
